,demand_R1,PV_B_R1,WindOnshore_B_R1,PV_N_R1,WindOnshore_N_R1,Wave_N_R1,WindOffshore_N_R1,demand_R2,PV_B_R2,WindOnshore_B_R2,PV_N_R2,WindOnshore_N_R2,Wave_N_R2,WindOffshore_N_R2,demand_R3,PV_B_R3,WindOnshore_B_R3,PV_N_R3,WindOnshore_N_R3,Wave_N_R3,WindOffshore_N_R3,demand_R4,PV_B_R4,WindOnshore_B_R4,PV_N_R4,WindOnshore_N_R4,Wave_N_R4,WindOffshore_N_R4
t0103,8.694697,56.39075,593.0489,56.39075,593.0489,204.9211115,0,8.694697,56.39075,593.0489,56.39075,593.0489,204.9211115,0,8.694697,56.39075,593.0489,56.39075,593.0489,204.9211115,0,8.694697,56.39075,593.0489,56.39075,593.0489,204.9211115,0
t0104,8.752929,475.7303,4378.113,475.7303,4378.113,204.569906,0,8.752929,475.7303,4378.113,475.7303,4378.113,204.569906,0,8.752929,475.7303,4378.113,475.7303,4378.113,204.569906,0,8.752929,475.7303,4378.113,475.7303,4378.113,204.569906,0
t0105,9.920867,1204.255,4500,1204.255,4500,204.2186856,0,9.920867,1204.255,4500,1204.255,4500,204.2186856,0,9.920867,1204.255,4500,1204.255,4500,204.2186856,0,9.920867,1204.255,4500,1204.255,4500,204.2186856,0
t0106,10.35762,1469.1,4500,1469.1,4500,203.8674802,0,10.35762,1469.1,4500,1469.1,4500,203.8674802,0,10.35762,1469.1,4500,1469.1,4500,203.8674802,0,10.35762,1469.1,4500,1469.1,4500,203.8674802,0
t0107,10.29066,2336.124,4500,2336.124,4500,201.7896473,259.9560852,10.29066,2336.124,4500,2336.124,4500,201.7896473,259.9560852,10.29066,2336.124,4500,2336.124,4500,201.7896473,259.9560852,10.29066,2336.124,4500,2336.124,4500,201.7896473,259.9560852
t0108,10.54271,3181.149,4500,3181.149,4500,199.7118294,317.5113525,10.54271,3181.149,4500,3181.149,4500,199.7118294,317.5113525,10.54271,3181.149,4500,3181.149,4500,199.7118294,317.5113525,10.54271,3181.149,4500,3181.149,4500,199.7118294,317.5113525
t0109,10.16825,3422.796,4500,3422.796,4500,197.4799931,439.0128174,10.16825,3422.796,4500,3422.796,4500,197.4799931,439.0128174,10.16825,3422.796,4500,3422.796,4500,197.4799931,439.0128174,10.16825,3422.796,4500,3422.796,4500,197.4799931,439.0128174
t0110,9.810841,3194.622,4500,3194.622,4500,194.8050857,389.4493713,9.810841,3194.622,4500,3194.622,4500,194.8050857,389.4493713,9.810841,3194.622,4500,3194.622,4500,194.8050857,389.4493713,9.810841,3194.622,4500,3194.622,4500,194.8050857,389.4493713
t0111,10.03506,2477.227,4500,2477.227,4500,191.8387711,225.9685669,10.03506,2477.227,4500,2477.227,4500,191.8387711,225.9685669,10.03506,2477.227,4500,2477.227,4500,191.8387711,225.9685669,10.03506,2477.227,4500,2477.227,4500,191.8387711,225.9685669
t0112,10.64643,1889.002,0,1889.002,0,188.6701286,223.709549,10.64643,1889.002,0,1889.002,0,188.6701286,223.709549,10.64643,1889.002,0,1889.002,0,188.6701286,223.709549,10.64643,1889.002,0,1889.002,0,188.6701286,223.709549
t0113,10.63449,1173.956,0,1173.956,0,187.6138896,305.8783569,10.63449,1173.956,0,1173.956,0,187.6138896,305.8783569,10.63449,1173.956,0,1173.956,0,187.6138896,305.8783569,10.63449,1173.956,0,1173.956,0,187.6138896,305.8783569
t0114,10.40717,1060.456,4500,1060.456,4500,186.5576506,447.7930908,10.40717,1060.456,4500,1060.456,4500,186.5576506,447.7930908,10.40717,1060.456,4500,1060.456,4500,186.5576506,447.7930908,10.40717,1060.456,4500,1060.456,4500,186.5576506,447.7930908
t0115,10.21707,351.5822,4500,351.5822,4500,185.5013967,622.8384399,10.21707,351.5822,4500,351.5822,4500,185.5013967,622.8384399,10.21707,351.5822,4500,351.5822,4500,185.5013967,622.8384399,10.21707,351.5822,4500,351.5822,4500,185.5013967,622.8384399
t0116,11.16233,0,4500,0,4500,186.0898733,823.6725464,11.16233,0,4500,0,4500,186.0898733,823.6725464,11.16233,0,4500,0,4500,186.0898733,823.6725464,11.16233,0,4500,0,4500,186.0898733,823.6725464
t0117,12.93368,0,4500,0,4500,186.67835,765.7422485,12.93368,0,4500,0,4500,186.67835,765.7422485,12.93368,0,4500,0,4500,186.67835,765.7422485,12.93368,0,4500,0,4500,186.67835,765.7422485
t0118,12.27837,0,4453.254,0,4453.254,187.2668266,479.3323669,12.27837,0,4453.254,0,4453.254,187.2668266,479.3323669,12.27837,0,4453.254,0,4453.254,187.2668266,479.3323669,12.27837,0,4453.254,0,4453.254,187.2668266,479.3323669
t0119,11.39648,0,2271.484,0,2271.484,183.1593513,1111.787964,11.39648,0,2271.484,0,2271.484,183.1593513,1111.787964,11.39648,0,2271.484,0,2271.484,183.1593513,1111.787964,11.39648,0,2271.484,0,2271.484,183.1593513,1111.787964
t0120,10.47358,0,2326.951,0,2326.951,179.0518761,846.9381104,10.47358,0,2326.951,0,2326.951,179.0518761,846.9381104,10.47358,0,2326.951,0,2326.951,179.0518761,846.9381104,10.47358,0,2326.951,0,2326.951,179.0518761,846.9381104
t0121,9.86426,0,570.611,0,570.611,174.9443859,683.5669556,9.86426,0,570.611,0,570.611,174.9443859,683.5669556,9.86426,0,570.611,0,570.611,174.9443859,683.5669556,9.86426,0,570.611,0,570.611,174.9443859,683.5669556
t0122,9.587107,0,1126.321,0,1126.321,173.1895208,524.5178223,9.587107,0,1126.321,0,1126.321,173.1895208,524.5178223,9.587107,0,1126.321,0,1126.321,173.1895208,524.5178223,9.587107,0,1126.321,0,1126.321,173.1895208,524.5178223
t0123,9.367084,0,0,0,0,171.4431942,356.0444336,9.367084,0,0,0,0,171.4431942,356.0444336,9.367084,0,0,0,0,171.4431942,356.0444336,9.367084,0,0,0,0,171.4431942,356.0444336
t0124,9.292689,0,0,0,0,169.7150916,305.1170959,9.292689,0,0,0,0,169.7150916,305.1170959,9.292689,0,0,0,0,169.7150916,305.1170959,9.292689,0,0,0,0,169.7150916,305.1170959
t0125,9.458631,0,0,0,0,170.7415879,175.4653168,9.458631,0,0,0,0,170.7415879,175.4653168,9.458631,0,0,0,0,170.7415879,175.4653168,9.458631,0,0,0,0,170.7415879,175.4653168
t0126,9.367084,0,721.766,0,721.766,171.7680842,0,9.367084,0,721.766,0,721.766,171.7680842,0,9.367084,0,721.766,0,721.766,171.7680842,0,9.367084,0,721.766,0,721.766,171.7680842,0
t0127,8.956432,114.4577,658.3682,114.4577,658.3682,172.7945805,0,8.956432,114.4577,658.3682,114.4577,658.3682,172.7945805,0,8.956432,114.4577,658.3682,114.4577,658.3682,172.7945805,0,8.956432,114.4577,658.3682,114.4577,658.3682,172.7945805,0
t0128,9.083358,736.4761,2037.768,736.4761,2037.768,178.0740917,0,9.083358,736.4761,2037.768,736.4761,2037.768,178.0740917,0,9.083358,736.4761,2037.768,736.4761,2037.768,178.0740917,0,9.083358,736.4761,2037.768,736.4761,2037.768,178.0740917,0
t0129,10.47261,1549.11,4357.687,1549.11,4357.687,183.353588,335.0957336,10.47261,1549.11,4357.687,1549.11,4357.687,183.353588,335.0957336,10.47261,1549.11,4357.687,1549.11,4357.687,183.353588,335.0957336,10.47261,1549.11,4357.687,1549.11,4357.687,183.353588,335.0957336
t0130,10.69345,2092.35,3913.819,2092.35,3913.819,188.6420846,1241.289673,10.69345,2092.35,3913.819,2092.35,3913.819,188.6420846,1241.289673,10.69345,2092.35,3913.819,2092.35,3913.819,188.6420846,1241.289673,10.69345,2092.35,3913.819,2092.35,3913.819,188.6420846,1241.289673
t0131,10.09355,2302.61,2688.737,2302.61,2688.737,199.5019764,2168.42041,10.09355,2302.61,2688.737,2302.61,2688.737,199.5019764,2168.42041,10.09355,2302.61,2688.737,2302.61,2688.737,199.5019764,2168.42041,10.09355,2302.61,2688.737,2302.61,2688.737,199.5019764,2168.42041
t0132,9.772419,2598.728,1163.693,2598.728,1163.693,201.4302015,3373.001953,9.772419,2598.728,1163.693,2598.728,1163.693,201.4302015,3373.001953,9.772419,2598.728,1163.693,2598.728,1163.693,201.4302015,3373.001953,9.772419,2598.728,1163.693,2598.728,1163.693,201.4302015,3373.001953
t0133,10.39092,3200.544,360.2267,3200.544,360.2267,194.7646588,3336.311523,10.39092,3200.544,360.2267,3200.544,360.2267,194.7646588,3336.311523,10.39092,3200.544,360.2267,3200.544,360.2267,194.7646588,3336.311523,10.39092,3200.544,360.2267,3200.544,360.2267,194.7646588,3336.311523
t0134,10.57413,3494.212,895.4639,3494.212,895.4639,195.5293268,2067.330322,10.57413,3494.212,895.4639,3494.212,895.4639,195.5293268,2067.330322,10.57413,3494.212,895.4639,3494.212,895.4639,195.5293268,2067.330322,10.57413,3494.212,895.4639,3494.212,895.4639,195.5293268,2067.330322
t0135,10.36617,3126.946,140.9123,3126.946,140.9123,196.2939799,1194.606934,10.36617,3126.946,140.9123,3126.946,140.9123,196.2939799,1194.606934,10.36617,3126.946,140.9123,3126.946,140.9123,196.2939799,1194.606934,10.36617,3126.946,140.9123,3126.946,140.9123,196.2939799,1194.606934
t0136,11.05941,2050.972,190.8716,2050.972,190.8716,197.0586479,705.1438599,11.05941,2050.972,190.8716,2050.972,190.8716,197.0586479,705.1438599,11.05941,2050.972,190.8716,2050.972,190.8716,197.0586479,705.1438599,11.05941,2050.972,190.8716,2050.972,190.8716,197.0586479,705.1438599
t0137,10.31792,1807.766,0,1807.766,0,197.9253888,534.2970581,10.31792,1807.766,0,1807.766,0,197.9253888,534.2970581,10.31792,1807.766,0,1807.766,0,197.9253888,534.2970581,10.31792,1807.766,0,1807.766,0,197.9253888,534.2970581
t0138,10.2682,716.7166,247.1873,716.7166,247.1873,198.7921298,429.6498413,10.2682,716.7166,247.1873,716.7166,247.1873,198.7921298,429.6498413,10.2682,716.7166,247.1873,716.7166,247.1873,198.7921298,429.6498413,10.2682,716.7166,247.1873,716.7166,247.1873,198.7921298,429.6498413
t0139,10.27287,381.6563,435.96,381.6563,435.96,199.6588856,354.2391663,10.27287,381.6563,435.96,381.6563,435.96,199.6588856,354.2391663,10.27287,381.6563,435.96,381.6563,435.96,199.6588856,354.2391663,10.27287,381.6563,435.96,381.6563,435.96,199.6588856,354.2391663
t0140,11.57656,0,0,0,0,202.2924423,426.48349,11.57656,0,0,0,0,202.2924423,426.48349,11.57656,0,0,0,0,202.2924423,426.48349,11.57656,0,0,0,0,202.2924423,426.48349
t0141,12.51833,0,246.2388,0,246.2388,204.925999,794.6879883,12.51833,0,246.2388,0,246.2388,204.925999,794.6879883,12.51833,0,246.2388,0,246.2388,204.925999,794.6879883,12.51833,0,246.2388,0,246.2388,204.925999,794.6879883
t0142,12.08576,0,168.5613,0,168.5613,207.5963169,1311.463989,12.08576,0,168.5613,0,168.5613,207.5963169,1311.463989,12.08576,0,168.5613,0,168.5613,207.5963169,1311.463989,12.08576,0,168.5613,0,168.5613,207.5963169,1311.463989
t0143,11.37527,0,0,0,0,209.0594769,2833.419678,11.37527,0,0,0,0,209.0594769,2833.419678,11.37527,0,0,0,0,209.0594769,2833.419678,11.37527,0,0,0,0,209.0594769,2833.419678
t0144,10.47551,0,0,0,0,210.5226368,3718.072021,10.47551,0,0,0,0,210.5226368,3718.072021,10.47551,0,0,0,0,210.5226368,3718.072021,10.47551,0,0,0,0,210.5226368,3718.072021
t0145,9.860797,0,0,0,0,211.9857818,4130.102539,9.860797,0,0,0,0,211.9857818,4130.102539,9.860797,0,0,0,0,211.9857818,4130.102539,9.860797,0,0,0,0,211.9857818,4130.102539
t0146,9.482604,0,0,0,0,213.2573128,4476.173828,9.482604,0,0,0,0,213.2573128,4476.173828,9.482604,0,0,0,0,213.2573128,4476.173828,9.482604,0,0,0,0,213.2573128,4476.173828
t0147,9.33516,0,0,0,0,214.5288438,4791.243652,9.33516,0,0,0,0,214.5288438,4791.243652,9.33516,0,0,0,0,214.5288438,4791.243652,9.33516,0,0,0,0,214.5288438,4791.243652
t0148,8.962117,0,0,0,0,215.8003747,4681.854004,8.962117,0,0,0,0,215.8003747,4681.854004,8.962117,0,0,0,0,215.8003747,4681.854004,8.962117,0,0,0,0,215.8003747,4681.854004
t0149,9.219518,0,213.7376,0,213.7376,217.1829939,4375.123047,9.219518,0,213.7376,0,213.7376,217.1829939,4375.123047,9.219518,0,213.7376,0,213.7376,217.1829939,4375.123047,9.219518,0,213.7376,0,213.7376,217.1829939,4375.123047
t0150,9.328958,0,1494.227,0,1494.227,218.565613,3746.810547,9.328958,0,1494.227,0,1494.227,218.565613,3746.810547,9.328958,0,1494.227,0,1494.227,218.565613,3746.810547,9.328958,0,1494.227,0,1494.227,218.565613,3746.810547
t0151,8.883939,37.56459,1696.666,37.56459,1696.666,219.9482322,3274.861572,8.883939,37.56459,1696.666,37.56459,1696.666,219.9482322,3274.861572,8.883939,37.56459,1696.666,37.56459,1696.666,219.9482322,3274.861572,8.883939,37.56459,1696.666,37.56459,1696.666,219.9482322,3274.861572
t0152,8.942961,782.6273,458.7871,782.6273,458.7871,222.5531936,3310.538574,8.942961,782.6273,458.7871,782.6273,458.7871,222.5531936,3310.538574,8.942961,782.6273,458.7871,782.6273,458.7871,222.5531936,3310.538574,8.942961,782.6273,458.7871,782.6273,458.7871,222.5531936,3310.538574
t0153,9.854741,1554.466,135.4998,1554.466,135.4998,225.158155,3311.45459,9.854741,1554.466,135.4998,1554.466,135.4998,225.158155,3311.45459,9.854741,1554.466,135.4998,1554.466,135.4998,225.158155,3311.45459,9.854741,1554.466,135.4998,1554.466,135.4998,225.158155,3311.45459
t0154,10.91007,2381.951,0,2381.951,0,227.6200354,3076.279785,10.91007,2381.951,0,2381.951,0,227.6200354,3076.279785,10.91007,2381.951,0,2381.951,0,227.6200354,3076.279785,10.91007,2381.951,0,2381.951,0,227.6200354,3076.279785
t0155,10.50658,3307,0,3307,0,227.884233,3448.003906,10.50658,3307,0,3307,0,227.884233,3448.003906,10.50658,3307,0,3307,0,227.884233,3448.003906,10.50658,3307,0,3307,0,227.884233,3448.003906
t0156,10.54957,3726.475,334.3732,3726.475,334.3732,228.0213386,3641.377197,10.54957,3726.475,334.3732,3726.475,334.3732,228.0213386,3641.377197,10.54957,3726.475,334.3732,3726.475,334.3732,228.0213386,3641.377197,10.54957,3726.475,334.3732,3726.475,334.3732,228.0213386,3641.377197
t0157,10.52706,3721.237,465.3035,3721.237,465.3035,227.8936356,3470.246826,10.52706,3721.237,465.3035,3721.237,465.3035,227.8936356,3470.246826,10.52706,3721.237,465.3035,3721.237,465.3035,227.8936356,3470.246826,10.52706,3721.237,465.3035,3721.237,465.3035,227.8936356,3470.246826
t0158,10.18294,3387.802,682.4964,3387.802,682.4964,225.464195,3316.59668,10.18294,3387.802,682.4964,3387.802,682.4964,225.464195,3316.59668,10.18294,3387.802,682.4964,3387.802,682.4964,225.464195,3316.59668,10.18294,3387.802,682.4964,3387.802,682.4964,225.464195,3316.59668
t0159,10.74184,3148.022,640.9518,3148.022,640.9518,223.0347544,2942.752441,10.74184,3148.022,640.9518,3148.022,640.9518,223.0347544,2942.752441,10.74184,3148.022,640.9518,3148.022,640.9518,223.0347544,2942.752441,10.74184,3148.022,640.9518,3148.022,640.9518,223.0347544,2942.752441
t0160,11.06899,2486.919,880.0687,2486.919,880.0687,220.6053138,2774.783447,11.06899,2486.919,880.0687,2486.919,880.0687,220.6053138,2774.783447,11.06899,2486.919,880.0687,2486.919,880.0687,220.6053138,2774.783447,11.06899,2486.919,880.0687,2486.919,880.0687,220.6053138,2774.783447
t0161,10.6604,1812.428,1147.098,1812.428,1147.098,220.0660855,3145.750244,10.6604,1812.428,1147.098,1812.428,1147.098,220.0660855,3145.750244,10.6604,1812.428,1147.098,1812.428,1147.098,220.0660855,3145.750244,10.6604,1812.428,1147.098,1812.428,1147.098,220.0660855,3145.750244
t0162,10.45522,1114.265,2611.495,1114.265,2611.495,219.526872,2879.976807,10.45522,1114.265,2611.495,1114.265,2611.495,219.526872,2879.976807,10.45522,1114.265,2611.495,1114.265,2611.495,219.526872,2879.976807,10.45522,1114.265,2611.495,1114.265,2611.495,219.526872,2879.976807
t0163,10.23561,329.0898,4500,329.0898,4500,218.9876437,3272.798096,10.23561,329.0898,4500,329.0898,4500,218.9876437,3272.798096,10.23561,329.0898,4500,329.0898,4500,218.9876437,3272.798096,10.23561,329.0898,4500,329.0898,4500,218.9876437,3272.798096
t0164,11.14291,0,4500,0,4500,217.6482081,3438.52832,11.14291,0,4500,0,4500,217.6482081,3438.52832,11.14291,0,4500,0,4500,217.6482081,3438.52832,11.14291,0,4500,0,4500,217.6482081,3438.52832
t0165,12.66202,0,4500,0,4500,216.3087577,3221.351563,12.66202,0,4500,0,4500,216.3087577,3221.351563,12.66202,0,4500,0,4500,216.3087577,3221.351563,12.66202,0,4500,0,4500,216.3087577,3221.351563
t0166,11.77775,0,4500,0,4500,215.0270045,2750.673828,11.77775,0,4500,0,4500,215.0270045,2750.673828,11.77775,0,4500,0,4500,215.0270045,2750.673828,11.77775,0,4500,0,4500,215.0270045,2750.673828
t0167,11.81794,0,4500,0,4500,205.4555267,2268.761963,11.81794,0,4500,0,4500,205.4555267,2268.761963,11.81794,0,4500,0,4500,205.4555267,2268.761963,11.81794,0,4500,0,4500,205.4555267,2268.761963
t0168,10.71054,0,4500,0,4500,195.7920194,2156.970215,10.71054,0,4500,0,4500,195.7920194,2156.970215,10.71054,0,4500,0,4500,195.7920194,2156.970215,10.71054,0,4500,0,4500,195.7920194,2156.970215
t0169,9.89118,0,4500,0,4500,186.128512,2340.343018,9.89118,0,4500,0,4500,186.128512,2340.343018,9.89118,0,4500,0,4500,186.128512,2340.343018,9.89118,0,4500,0,4500,186.128512,2340.343018
t0170,9.615036,0,4500,0,4500,185.9010011,1914.611694,9.615036,0,4500,0,4500,185.9010011,1914.611694,9.615036,0,4500,0,4500,185.9010011,1914.611694,9.615036,0,4500,0,4500,185.9010011,1914.611694
t0171,9.359276,0,1766.38,0,1766.38,185.6734902,1131.374146,9.359276,0,1766.38,0,1766.38,185.6734902,1131.374146,9.359276,0,1766.38,0,1766.38,185.6734902,1131.374146,9.359276,0,1766.38,0,1766.38,185.6734902,1131.374146
t0172,9.185635,0,1871.195,0,1871.195,185.4459792,846.1744995,9.185635,0,1871.195,0,1871.195,185.4459792,846.1744995,9.185635,0,1871.195,0,1871.195,185.4459792,846.1744995,9.185635,0,1871.195,0,1871.195,185.4459792,846.1744995
t0173,9.093623,0,2484.348,0,2484.348,190.364629,709.4633179,9.093623,0,2484.348,0,2484.348,190.364629,709.4633179,9.093623,0,2484.348,0,2484.348,190.364629,709.4633179,9.093623,0,2484.348,0,2484.348,190.364629,709.4633179
t0174,9.044726,0,3575.562,0,3575.562,188.6605769,770.6092529,9.044726,0,3575.562,0,3575.562,188.6605769,770.6092529,9.044726,0,3575.562,0,3575.562,188.6605769,770.6092529,9.044726,0,3575.562,0,3575.562,188.6605769,770.6092529
t0175,8.554571,126.3517,3662.415,126.3517,3662.415,185.9254539,868.4560547,8.554571,126.3517,3662.415,126.3517,3662.415,185.9254539,868.4560547,8.554571,126.3517,3662.415,126.3517,3662.415,185.9254539,868.4560547,8.554571,126.3517,3662.415,126.3517,3662.415,185.9254539,868.4560547
t0176,8.630165,666.7066,2772.795,666.7066,2772.795,192.1550483,951.2965088,8.630165,666.7066,2772.795,666.7066,2772.795,192.1550483,951.2965088,8.630165,666.7066,2772.795,666.7066,2772.795,192.1550483,951.2965088,8.630165,666.7066,2772.795,666.7066,2772.795,192.1550483,951.2965088
t0177,8.913342,1467.382,1827.5,1467.382,1827.5,198.4705329,1121.736572,8.913342,1467.382,1827.5,1467.382,1827.5,198.4705329,1121.736572,8.913342,1467.382,1827.5,1467.382,1827.5,198.4705329,1121.736572,8.913342,1467.382,1827.5,1467.382,1827.5,198.4705329,1121.736572
t0178,9.070198,1901.047,4437.663,1901.047,4437.663,206.949681,1327.816406,9.070198,1901.047,4437.663,1901.047,4437.663,206.949681,1327.816406,9.070198,1901.047,4437.663,1901.047,4437.663,206.949681,1327.816406,9.070198,1901.047,4437.663,1901.047,4437.663,206.949681,1327.816406
t0179,8.356873,2570.571,4500,2570.571,4500,214.9310112,1429.772461,8.356873,2570.571,4500,2570.571,4500,214.9310112,1429.772461,8.356873,2570.571,4500,2570.571,4500,214.9310112,1429.772461,8.356873,2570.571,4500,2570.571,4500,214.9310112,1429.772461
t0180,8.594434,2889.764,4500,2889.764,4500,202.0759732,1043.31311,8.594434,2889.764,4500,2889.764,4500,202.0759732,1043.31311,8.594434,2889.764,4500,2889.764,4500,202.0759732,1043.31311,8.594434,2889.764,4500,2889.764,4500,202.0759732,1043.31311
t0181,8.090621,3219.664,2992.083,3219.664,2992.083,174.1285771,663.9507446,8.090621,3219.664,2992.083,3219.664,2992.083,174.1285771,663.9507446,8.090621,3219.664,2992.083,3219.664,2992.083,174.1285771,663.9507446,8.090621,3219.664,2992.083,3219.664,2992.083,174.1285771,663.9507446
t0182,7.86967,3695.356,4500,3695.356,4500,175.3218919,586.3953857,7.86967,3695.356,4500,3695.356,4500,175.3218919,586.3953857,7.86967,3695.356,4500,3695.356,4500,175.3218919,586.3953857,7.86967,3695.356,4500,3695.356,4500,175.3218919,586.3953857
t0183,8.670861,3191.075,3598.806,3191.075,3598.806,176.5405387,464.1863098,8.670861,3191.075,3598.806,3191.075,3598.806,176.5405387,464.1863098,8.670861,3191.075,3598.806,3191.075,3598.806,176.5405387,464.1863098,8.670861,3191.075,3598.806,3191.075,3598.806,176.5405387,464.1863098
t0184,9.012923,2519.399,4454.542,2519.399,4454.542,177.7591854,374.9754639,9.012923,2519.399,4454.542,2519.399,4454.542,177.7591854,374.9754639,9.012923,2519.399,4454.542,2519.399,4454.542,177.7591854,374.9754639,9.012923,2519.399,4454.542,2519.399,4454.542,177.7591854,374.9754639
t0185,8.902116,1992.665,3073.351,1992.665,3073.351,179.4412732,317.6179199,8.902116,1992.665,3073.351,1992.665,3073.351,179.4412732,317.6179199,8.902116,1992.665,3073.351,1992.665,3073.351,179.4412732,317.6179199,8.902116,1992.665,3073.351,1992.665,3073.351,179.4412732,317.6179199
t0186,9.603517,843.0762,4277.735,843.0762,4277.735,181.2207699,280.6175232,9.603517,843.0762,4277.735,843.0762,4277.735,181.2207699,280.6175232,9.603517,843.0762,4277.735,843.0762,4277.735,181.2207699,280.6175232,9.603517,843.0762,4277.735,843.0762,4277.735,181.2207699,280.6175232
t0187,10.28316,346.28,1355.494,346.28,1355.494,183.0002815,236.5782776,10.28316,346.28,1355.494,346.28,1355.494,183.0002815,236.5782776,10.28316,346.28,1355.494,346.28,1355.494,183.0002815,236.5782776,10.28316,346.28,1355.494,346.28,1355.494,183.0002815,236.5782776
t0188,11.56739,0,3094.598,0,3094.598,187.3174608,215.329422,11.56739,0,3094.598,0,3094.598,187.3174608,215.329422,11.56739,0,3094.598,0,3094.598,187.3174608,215.329422,11.56739,0,3094.598,0,3094.598,187.3174608,215.329422
t0189,12.80549,0,1265.756,0,1265.756,191.6346401,166.8595276,12.80549,0,1265.756,0,1265.756,191.6346401,166.8595276,12.80549,0,1265.756,0,1265.756,191.6346401,166.8595276,12.80549,0,1265.756,0,1265.756,191.6346401,166.8595276
t0190,12.2746,0,517.9116,0,517.9116,195.9518045,138.1634521,12.2746,0,517.9116,0,517.9116,195.9518045,138.1634521,12.2746,0,517.9116,0,517.9116,195.9518045,138.1634521,12.2746,0,517.9116,0,517.9116,195.9518045,138.1634521
t0191,11.29987,0,215.4998,0,215.4998,197.7907717,248.795639,11.29987,0,215.4998,0,215.4998,197.7907717,248.795639,11.29987,0,215.4998,0,215.4998,197.7907717,248.795639,11.29987,0,215.4998,0,215.4998,197.7907717,248.795639
t0192,10.65341,0,894.7222,0,894.7222,199.629724,310.8360596,10.65341,0,894.7222,0,894.7222,199.629724,310.8360596,10.65341,0,894.7222,0,894.7222,199.629724,310.8360596,10.65341,0,894.7222,0,894.7222,199.629724,310.8360596
t0193,9.859931,0,1056.378,0,1056.378,201.4686763,314.0116882,9.859931,0,1056.378,0,1056.378,201.4686763,314.0116882,9.859931,0,1056.378,0,1056.378,201.4686763,314.0116882,9.859931,0,1056.378,0,1056.378,201.4686763,314.0116882
