,demand_R1,PV_B,WindOnshore_B,PV_N,WindOnshore_N,Wave_N,WindOffshore_N,demand_R2
t0094,12.28089,0,207.8262,0,207.8262,210.0676894,2767.785156,44469
t0095,11.25591,0,0,0,0,210.5749696,2633.861572,44329
t0096,10.25142,0,0,0,0,211.082235,2410.828857,42349
t0097,9.619157,0,0,0,0,211.5895003,1795.698364,40364
t0098,9.218762,0,0,0,0,210.4253471,1396.523682,38613
t0099,9.139382,0,0,0,0,209.2612088,857.2841797,37925
t0100,9.06655,0,166.2741,0,166.2741,208.0970556,262.157074,37539
t0101,9.259765,0,633.6426,0,633.6426,207.0384026,0,38869
t0102,9.1617,0,373.7967,0,373.7967,205.9797645,0,41871
t0103,8.694697,56.39075,593.0489,56.39075,593.0489,204.9211115,0,45914
t0104,8.752929,475.7303,4378.113,475.7303,4378.113,204.569906,0,50198
t0105,9.920867,1204.255,4500,1204.255,4500,204.2186856,0,53388
t0106,10.35762,1469.1,4500,1469.1,4500,203.8674802,0,54003
t0107,10.29066,2336.124,4500,2336.124,4500,201.7896473,259.9560852,54719
t0108,10.54271,3181.149,4500,3181.149,4500,199.7118294,317.5113525,54775
t0109,10.16825,3422.796,4500,3422.796,4500,197.4799931,439.0128174,54754
t0110,9.810841,3194.622,4500,3194.622,4500,194.8050857,389.4493713,53867
t0111,10.03506,2477.227,4500,2477.227,4500,191.8387711,225.9685669,53020
t0112,10.64643,1889.002,0,1889.002,0,188.6701286,223.709549,52134
t0113,10.63449,1173.956,0,1173.956,0,187.6138896,305.8783569,53325
t0114,10.40717,1060.456,4500,1060.456,4500,186.5576506,447.7930908,56344
t0115,10.21707,351.5822,4500,351.5822,4500,185.5013967,622.8384399,56486
t0116,11.16233,0,4500,0,4500,186.0898733,823.6725464,55093
t0117,12.93368,0,4500,0,4500,186.67835,765.7422485,51302
t0118,12.27837,0,4453.254,0,4453.254,187.2668266,479.3323669,49551
t0119,11.39648,0,2271.484,0,2271.484,183.1593513,1111.787964,48638
t0120,10.47358,0,2326.951,0,2326.951,179.0518761,846.9381104,44883
t0121,9.86426,0,570.611,0,570.611,174.9443859,683.5669556,42403
t0122,9.587107,0,1126.321,0,1126.321,173.1895208,524.5178223,41467
t0123,9.367084,0,0,0,0,171.4431942,356.0444336,40665
t0124,9.292689,0,0,0,0,169.7150916,305.1170959,40586
t0125,9.458631,0,0,0,0,170.7415879,175.4653168,40886
t0126,9.367084,0,721.766,0,721.766,171.7680842,0,41320
t0127,8.956432,114.4577,658.3682,114.4577,658.3682,172.7945805,0,44048
t0128,9.083358,736.4761,2037.768,736.4761,2037.768,178.0740917,0,48075
t0129,10.47261,1549.11,4357.687,1549.11,4357.687,183.353588,335.0957336,50463
t0130,10.69345,2092.35,3913.819,2092.35,3913.819,188.6420846,1241.289673,50625
t0131,10.09355,2302.61,2688.737,2302.61,2688.737,199.5019764,2168.42041,51079
t0132,9.772419,2598.728,1163.693,2598.728,1163.693,201.4302015,3373.001953,52003
t0133,10.39092,3200.544,360.2267,3200.544,360.2267,194.7646588,3336.311523,51878
t0134,10.57413,3494.212,895.4639,3494.212,895.4639,195.5293268,2067.330322,51250
t0135,10.36617,3126.946,140.9123,3126.946,140.9123,196.2939799,1194.606934,50147
t0136,11.05941,2050.972,190.8716,2050.972,190.8716,197.0586479,705.1438599,50471
t0137,10.31792,1807.766,0,1807.766,0,197.9253888,534.2970581,52682
t0138,10.2682,716.7166,247.1873,716.7166,247.1873,198.7921298,429.6498413,57186
t0139,10.27287,381.6563,435.96,381.6563,435.96,199.6588856,354.2391663,57496
t0140,11.57656,0,0,0,0,202.2924423,426.48349,56307
t0141,12.51833,0,246.2388,0,246.2388,204.925999,794.6879883,53236
t0142,12.08576,0,168.5613,0,168.5613,207.5963169,1311.463989,51298
t0143,11.37527,0,0,0,0,209.0594769,2833.419678,49212
t0144,10.47551,0,0,0,0,210.5226368,3718.072021,46269
t0145,9.860797,0,0,0,0,211.9857818,4130.102539,42999
t0146,9.482604,0,0,0,0,213.2573128,4476.173828,41088
t0147,9.33516,0,0,0,0,214.5288438,4791.243652,40754
t0148,8.962117,0,0,0,0,215.8003747,4681.854004,40935
t0149,9.219518,0,213.7376,0,213.7376,217.1829939,4375.123047,41265
t0150,9.328958,0,1494.227,0,1494.227,218.565613,3746.810547,43393
t0151,8.883939,37.56459,1696.666,37.56459,1696.666,219.9482322,3274.861572,48925
t0152,8.942961,782.6273,458.7871,782.6273,458.7871,222.5531936,3310.538574,54263
t0153,9.854741,1554.466,135.4998,1554.466,135.4998,225.158155,3311.45459,57262
t0154,10.91007,2381.951,0,2381.951,0,227.6200354,3076.279785,5766
t0155,10.50658,3307,0,3307,0,227.884233,3448.003906,58070
t0156,10.54957,3726.475,334.3732,3726.475,334.3732,228.0213386,3641.377197,59274
t0157,10.52706,3721.237,465.3035,3721.237,465.3035,227.8936356,3470.246826,59143
t0158,10.18294,3387.802,682.4964,3387.802,682.4964,225.464195,3316.59668,58876
t0159,10.74184,3148.022,640.9518,3148.022,640.9518,223.0347544,2942.752441,58011
t0160,11.06899,2486.919,880.0687,2486.919,880.0687,220.6053138,2774.783447,56333
t0161,10.6604,1812.428,1147.098,1812.428,1147.098,220.0660855,3145.750244,56827
t0162,10.45522,1114.265,2611.495,1114.265,2611.495,219.526872,2879.976807,60403
t0163,10.23561,329.0898,4500,329.0898,4500,218.9876437,3272.798096,60275
t0164,11.14291,0,4500,0,4500,217.6482081,3438.52832,58969
t0165,12.66202,0,4500,0,4500,216.3087577,3221.351563,55640
t0166,11.77775,0,4500,0,4500,215.0270045,2750.673828,53943
t0167,11.81794,0,4500,0,4500,205.4555267,2268.761963,52682
t0168,10.71054,0,4500,0,4500,195.7920194,2156.970215,49248
t0169,9.89118,0,4500,0,4500,186.128512,2340.343018,47175
t0170,9.615036,0,4500,0,4500,185.9010011,1914.611694,45522
t0171,9.359276,0,1766.38,0,1766.38,185.6734902,1131.374146,44709
t0172,9.185635,0,1871.195,0,1871.195,185.4459792,846.1744995,44406
t0173,9.093623,0,2484.348,0,2484.348,190.364629,709.4633179,44956
t0174,9.044726,0,3575.562,0,3575.562,188.6605769,770.6092529,46681
t0175,8.554571,126.3517,3662.415,126.3517,3662.415,185.9254539,868.4560547,52128
t0176,8.630165,666.7066,2772.795,666.7066,2772.795,192.1550483,951.2965088,57474
t0177,8.913342,1467.382,1827.5,1467.382,1827.5,198.4705329,1121.736572,59260
t0178,9.070198,1901.047,4437.663,1901.047,4437.663,206.949681,1327.816406,59351
t0179,8.356873,2570.571,4500,2570.571,4500,214.9310112,1429.772461,59357
t0180,8.594434,2889.764,4500,2889.764,4500,202.0759732,1043.31311,59859
t0181,8.090621,3219.664,2992.083,3219.664,2992.083,174.1285771,663.9507446,59102
t0182,7.86967,3695.356,4500,3695.356,4500,175.3218919,586.3953857,58208
t0183,8.670861,3191.075,3598.806,3191.075,3598.806,176.5405387,464.1863098,57491
t0184,9.012923,2519.399,4454.542,2519.399,4454.542,177.7591854,374.9754639,57528
t0185,8.902116,1992.665,3073.351,1992.665,3073.351,179.4412732,317.6179199,57959
t0186,9.603517,843.0762,4277.735,843.0762,4277.735,181.2207699,280.6175232,59315
t0187,10.28316,346.28,1355.494,346.28,1355.494,183.0002815,236.5782776,59150
t0188,11.56739,0,3094.598,0,3094.598,187.3174608,215.329422,57632
t0189,12.80549,0,1265.756,0,1265.756,191.6346401,166.8595276,55002
t0190,12.2746,0,517.9116,0,517.9116,195.9518045,138.1634521,52480
t0191,11.29987,0,215.4998,0,215.4998,197.7907717,248.795639,51558
t0192,10.65341,0,894.7222,0,894.7222,199.629724,310.8360596,48492
t0193,9.859931,0,1056.378,0,1056.378,201.4686763,314.0116882,46317
t0194,9.446689,0,4479.743,0,4479.743,204.4375539,417.341217,45201
t0195,9.17365,0,4379.187,0,4379.187,207.4064314,526.2034302,43888
t0196,8.989946,0,4145.821,0,4145.821,210.375309,648.2055664,43920
t0197,9.025904,0,4326.905,0,4326.905,213.5559767,867.4053345,44801
t0198,8.987799,0,4146.984,0,4146.984,216.8273777,756.9163818,47110
t0199,8.542442,133.0717,4091.85,133.0717,4091.85,220.0987637,842.656189,52155
t0200,8.67879,418.0088,4500,418.0088,4500,222.5027829,1122.776855,56943
t0201,8.456812,916.461,4500,916.461,4500,224.9067873,1112.236084,60946
t0202,8.297579,1775.826,4500,1775.826,4500,227.3108065,1275.798584,61664
t0203,7.833231,2762.249,4500,2762.249,4500,227.1268666,1102.242676,61823
t0204,7.859358,2930.919,4500,2930.919,4500,226.5960574,1238.350586,61394
t0205,7.824576,3548.391,4500,3548.391,4500,225.5605459,1680.101685,61427
t0206,8.098979,2205.42,4500,2205.42,4500,220.7253128,1682.546021,60706
t0207,8.275687,1382.13,4500,1382.13,4500,215.8900946,1840.468872,59290
t0208,8.088952,1737.949,4500,1737.949,4500,211.0548764,1568.584595,58881
t0209,8.681437,1157.285,4500,1157.285,4500,205.2034289,1530.515015,59137
t0210,9.146808,642.8012,4500,642.8012,4500,199.3519813,1681.97522,62333
t0211,9.330508,240.413,4500,240.413,4500,193.6853379,2224.573242,61263
t0212,10.52413,0,4500,0,4500,189.6096915,2859.861084,58175
t0213,11.57312,0,4500,0,4500,185.5340302,3131.598877,55392
t0214,10.97065,0,4235.743,0,4235.743,181.4583689,3080.779053,53446
t0215,10.65441,0,4451.637,0,4451.637,178.6724329,3081.640137,50483
t0216,10.07008,0,4368.095,0,4368.095,175.8864969,3424.854736,46909
t0217,9.678054,0,3095.905,0,3095.905,173.1005609,4202.6875,43426
t0218,9.485009,0,1168.225,0,1168.225,171.5468466,4487.645508,41239
t0219,9.328958,0,627.8772,0,627.8772,169.9931175,5000,39374
t0220,9.221786,0,596.1509,0,596.1509,168.4393883,5000,38986
t0221,9.223299,0,2799.133,0,2799.133,169.6994603,4407.682617,38931
t0222,9.069468,0,1995.427,0,1995.427,170.9595174,3674.436523,39711
t0223,8.809321,92.26963,4500,92.26963,4500,172.2195894,3034.627197,40703
t0224,9.017967,730.4147,2727.965,730.4147,2727.965,172.5292653,3320.895508,44493
t0225,10.36902,1568.375,277.5085,1568.375,277.5085,172.8389561,3155.595703,48253
t0226,10.93507,2546.892,225.4765,2546.892,225.4765,173.148632,2861.408447,50092
t0227,10.86759,3297.484,620.502,3297.484,620.502,173.5876203,2107.486328,51627
t0228,11.7202,4073.401,1706.394,4073.401,1706.394,174.0265936,2440.593262,53530
t0229,12.0919,4277.944,2353.786,4277.944,2353.786,174.4655818,2461.524658,53648
t0230,10.94238,4155.667,4500,4155.667,4500,172.086671,2233.615234,52409
t0231,11.21113,3812.241,4500,3812.241,4500,169.7077602,2553.510742,50894
t0232,11.16774,2765.795,4500,2765.795,4500,167.3288345,2660.627686,49626
t0233,11.54451,2051.205,0,2051.205,0,164.6419019,2506.36792,50420
t0234,10.92672,976.842,4500,976.842,4500,161.9549543,2063.978271,53843
t0235,10.6077,359.3603,4500,359.3603,4500,159.2680067,1829.902588,54014
t0236,11.6122,0,4500,0,4500,156.7413062,1737.467407,52749
t0237,12.72284,0,4500,0,4500,154.2146057,1574.228882,49484
t0238,12.24824,0,4500,0,4500,151.6879201,1424.768311,48141
t0239,11.19157,0,1610.002,0,1610.002,149.4332552,1087.401001,47556
t0240,10.44172,0,1435.626,0,1435.626,147.1786052,1130.195679,45396
t0241,9.818561,0,788.1702,0,788.1702,144.9239403,1020.395264,42141
t0242,9.402381,0,505.726,0,505.726,142.6381022,955.6933594,39699
t0243,9.302692,0,785.4693,0,785.4693,140.352264,846.2467651,38130
t0244,9.087021,0,3213.719,0,3213.719,138.0664259,788.661377,37645
t0245,9.004292,0,2628.814,0,2628.814,136.0904127,971.3896484,37506
t0246,9.127525,0,2931.01,0,2931.01,134.1033131,666.8900146,37133
t0247,8.636045,115.9335,1747.441,115.9335,1747.441,132.1162134,292.1544189,36544
t0248,9.156481,691.666,1352.796,691.666,1352.796,131.0017407,290.9159546,37438
t0249,10.37853,1426.94,2977.217,1426.94,2977.217,129.8872679,350.7099609,39887
t0250,11.26248,1965.942,3852.003,1965.942,3852.003,128.7727952,427.031189,42266
t0251,10.75704,3420.727,4419.671,3420.727,4419.671,133.6175203,232.3887634,45400
t0252,11.04771,3599.831,4493.604,3599.831,4493.604,138.7594342,245.4480896,47425
t0253,9.804845,3596.235,4122.54,3596.235,4122.54,143.9013481,260.6117554,47638
t0254,10.79265,2465.44,3401.306,2465.44,3401.306,149.8157978,271.6356506,46951
t0255,10.64245,2587.601,3851.175,2587.601,3851.175,151.7667025,335.2017822,45964
t0256,11.45149,2197.712,4500,2197.712,4500,149.2299139,378.4882813,45502
t0257,11.56395,1397.763,4500,1397.763,4500,147.173658,295.0612488,47229
t0258,11.30318,878.2692,4500,878.2692,4500,145.1174021,254.5248718,52052
t0259,11.22857,321.2729,4500,321.2729,4500,143.0611461,253.1375732,52995
t0260,11.89419,0,1716.391,0,1716.391,143.3760375,163.0970154,50899
t0261,13.41805,0,840.3619,0,840.3619,143.6909288,111.6177368,48732
t0262,13.19433,0,552.6383,0,552.6383,144.0058202,84.10422516,47201
t0263,11.57082,0,1903.892,0,1903.892,143.2178766,0,46910
t0264,10.84491,0,970.0874,0,970.0874,142.429933,0,44495
t0265,10.00739,0,783.4412,0,783.4412,141.6419894,0,42435
t0266,9.514763,0,523.1191,0,523.1191,142.5791383,0,40788
t0267,9.340595,0,689.6035,0,689.6035,143.5162723,0,39768
t0268,9.238456,0,1350.773,0,1350.773,144.4534212,0,39336
t0269,9.268929,0,3585.993,0,3585.993,145.3769803,0,40160
t0270,9.175146,0,2840.799,0,2840.799,146.3005394,0,43541
t0271,8.788162,62.70474,3679.042,62.70474,3679.042,147.2240984,0,51968
t0272,9.241494,737.8247,3577.007,737.8247,3577.007,148.3199298,161.4863281,58176
t0273,10.38044,1669.906,4500,1669.906,4500,149.4157463,369.1816406,60630
t0274,11.04347,2353.18,4198.346,2353.18,4198.346,150.5115777,642.0544434,60707
t0275,11.31533,2951.106,4500,2951.106,4500,151.9654095,1513.130127,61884
t0276,10.04312,2850.573,4500,2850.573,4500,153.4192264,1870.757324,62906
t0277,10.04133,3558.908,3303.66,3558.908,3303.66,154.7691524,1696.250366,62818
t0278,10.83566,3166.992,957.673,3166.992,957.673,156.3926339,1303.376831,62729
t0279,11.0914,2167.241,496.4844,2167.241,496.4844,158.0161154,1689.387451,62075
t0280,12.10789,2197.173,1223.958,2197.173,1223.958,159.6395969,2307.04834,60920
t0281,11.60875,1727.684,3520.054,1727.684,3520.054,160.9012336,2761.530273,61005
t0282,10.96855,1089.244,1224.883,1089.244,1224.883,161.9477868,2913.252441,62347
t0283,10.91631,401.7528,727.811,401.7528,727.811,162.9943401,2820.969971,62437
t0284,11.55708,0,3704.974,0,3704.974,166.277498,2990.289307,60824
t0285,13.37231,0,1979.928,0,1979.928,169.4957018,3243.053467,57777
t0286,12.89029,0,3044.331,0,3044.331,172.416389,3159.180664,55136
t0287,11.94224,0,2353.963,0,2353.963,175.6420583,2627.891113,52592
t0288,10.78959,0,1388.648,0,1388.648,178.4690917,2541.798828,49060
t0289,10.09808,0,3293.56,0,3293.56,180.3636551,2302.948486,45855
t0290,9.654742,0,3773.09,0,3773.09,183.1160635,1922.635864,43916
t0291,9.332059,0,995.6118,0,995.6118,185.868457,1609.890137,43443
t0292,9.317351,0,903.6241,0,903.6241,188.6208653,1353.780396,43449
t0293,9.160954,0,4406.756,0,4406.756,191.1057681,1133.617188,44371
t0294,9.20292,0,4074.088,0,4074.088,193.5906857,1133.74353,46683
t0295,8.87071,120.992,821.5449,120.992,821.5449,196.0755885,1256.757568,52370
t0296,9.281177,614.6265,2200.681,614.6265,2200.681,197.8378743,1028.839966,57699
t0297,10.27848,1393.198,1625.619,1393.198,1625.619,199.6001452,1074.89563,59294
t0298,11.10745,935.2452,4500,935.2452,4500,201.362431,1261.832764,58985
t0299,11.14399,1765.439,4500,1765.439,4500,201.8332034,868.1409302,59219
t0300,11.83099,2170.727,4500,2170.727,4500,202.3039758,896.446106,60461
t0301,11.83693,2175.333,0,2175.333,0,202.7747482,964.8242798,61139
t0302,11.09675,1872.335,4500,1872.335,4500,202.3399919,997.5462036,60264
t0303,11.59263,1966.669,4500,1966.669,4500,201.9052356,1027.857666,59219
t0304,11.74481,1994.151,4500,1994.151,4500,201.4704943,1028.66394,58232
t0305,12.28089,1661.984,4500,1661.984,4500,200.6191164,937.4975586,57979
t0306,11.21876,863.4581,4500,863.4581,4500,199.7677386,879.4384155,61568
t0307,11.41551,391.4361,3737.58,391.4361,3737.58,198.9224255,986.0596313,60601
t0308,13.06513,0,1362.208,0,1362.208,197.99909,1031.567505,57704
t0309,14.50767,0,726.0685,0,726.0685,197.0953941,1070.333252,52667
t0310,13.79358,0,1610.423,0,1610.423,196.1981207,948.7822266,50347
t0311,12.49635,0,797.6968,0,797.6968,198.3146369,433.566925,49302
t0312,11.41103,0,1539.759,0,1539.759,200.4311532,462.1693115,46588
t0313,10.62852,0,1168.134,0,1168.134,202.6535422,421.9175415,43104
t0314,10.13442,0,548.8701,0,548.8701,201.9679397,371.601593,40701
t0315,9.912118,0,1862.743,0,1862.743,201.3083398,315.0648499,39332
t0316,9.892921,0,707.4254,0,707.4254,200.688675,264.5935364,39804
t0317,9.923495,0,592.4728,0,592.4728,199.4889528,233.4828949,41366
t0318,9.889438,0,358.3606,0,358.3606,198.2892305,115.1329269,45019
t0319,9.582195,26.25669,127.9021,26.25669,127.9021,197.0895082,73.44471741,52377
t0320,9.992282,228.4016,118.3882,228.4016,118.3882,210.5781734,0,59506
t0321,10.95283,1017.444,0,1017.444,0,206.4309269,0,62019
t0322,12.84846,1734.895,0,1734.895,0,195.9027499,0,61430
t0323,12.0234,1454.716,191.8688,1454.716,191.8688,196.6846138,0,62663
t0324,12.00394,2192.498,283.1481,2192.498,283.1481,197.6653039,0,62933
t0325,11.45487,2951.152,1601.001,2951.152,1601.001,198.646009,0,61820
t0326,11.69334,3318.305,0,3318.305,0,199.9103427,0,61172
t0327,11.73191,2869.747,447.5013,2869.747,447.5013,201.1746913,0,59979
t0328,11.07218,2602.265,509.2378,2602.265,509.2378,202.4668306,0,59202
t0329,10.57905,1650.699,324.8668,1650.699,324.8668,203.0737996,0,59499
t0330,10.77736,1076.167,330.8856,1076.167,330.8856,203.6807686,0,62256
t0331,11.17748,375.3822,514.7664,375.3822,514.7664,204.2877525,0,61169
t0332,13.08861,0,339.3214,0,339.3214,205.6181133,0,59878
t0333,13.76681,0,1375.785,0,1375.785,206.948489,0,56356
t0334,12.9432,0,729.649,0,729.649,208.2788646,0,53466
t0335,11.8405,0,1070.993,0,1070.993,211.6675079,54.43522644,51482
t0336,10.96645,0,1722.322,0,1722.322,214.9793953,132.6273804,48126
t0337,10.23097,0,4391.788,0,4391.788,218.1814313,254.8273163,44717
t0338,9.816844,0,2877.807,0,2877.807,228.0758023,388.3311768,42974
t0339,9.643128,0,4500,0,4500,237.6406491,662.5319824,42280
t0340,9.669716,0,2961.938,0,2961.938,247.0728606,1036.186279,42730
t0341,9.522028,0,1621.455,0,1621.455,250.7629097,1335.445313,43708
t0342,9.505897,0,4118.906,0,4118.906,254.4529736,1281.969238,46601
t0343,9.271223,101.1626,2018.716,101.1626,2018.716,258.1430078,1046.673462,53508
t0344,8.982078,660.4777,2295.357,660.4777,2295.357,258.1044137,747.2158813,59613
t0345,8.890921,1425.429,1774.764,1425.429,1774.764,257.694453,536.2832031,62326
t0346,8.64521,2335.428,4500,2335.428,4500,257.1617961,466.1293335,62144
t0347,8.620386,3142.151,4500,3142.151,4500,266.5514946,582.6063843,63078
t0348,8.91545,3587.373,4500,3587.373,4500,269.5771158,629.5046387,64230
t0349,9.58056,4064.361,4500,4064.361,4500,264.374584,770.477356,63441
t0350,9.862527,4045.757,4500,4045.757,4500,273.6438811,682.2268677,62692
t0351,9.56749,3469.264,4500,3469.264,4500,282.6854885,360.2715759,61444
t0352,9.719959,2142.902,4354.397,2142.902,4354.397,291.7271256,335.1665039,60739
t0353,9.86426,2026.978,4500,2026.978,4500,301.6250432,731.6044922,60643
t0354,10.11167,1040.436,3164.464,1040.436,3164.464,312.1071458,719.975647,62946
t0355,10.59385,392.8936,1718.501,392.8936,1718.501,322.5892484,669.2177734,62407
t0356,11.95913,0,3173.103,0,3173.103,326.1537552,578.203186,61328
t0357,12.72549,0,2681.154,0,2681.154,329.5843899,519.0076294,57959
t0358,12.13749,0,2093.741,0,2093.741,332.7522874,373.5594788,54943
t0359,11.24058,0,1711.241,0,1711.241,334.7120285,828.8439331,52400
t0360,10.49394,0,2008.398,0,2008.398,336.6717696,638.1286621,48166
t0361,9.846104,0,2858.905,0,2858.905,338.6315107,400.3945313,44934
t0362,9.518798,0,1561.895,0,1561.895,341.1133587,230.1029816,42404
t0363,9.308087,0,2436.633,0,2436.633,343.5952365,158.9086914,41003
t0364,9.175896,0,3809.427,0,3809.427,346.0770845,180.317337,42407
t0365,9.128266,0,1904.005,0,1904.005,345.8377719,218.2375641,44248
t0366,9.043275,0,1737.277,0,1737.277,345.5984592,124.5537338,47466
t0367,8.683423,69.37199,920.8806,69.37199,920.8806,345.3591764,88.38401031,54036
t0368,8.733419,726.8832,2075.032,726.8832,2075.032,346.0327983,116.956604,60429
t0369,9.014363,1751.362,1105.301,1751.362,1105.301,346.7064202,44.95030212,62198
t0370,8.754953,2578.862,4060.739,2578.862,4060.739,347.3800421,0,61407
t0371,8.131512,2581.696,2070.379,2581.696,2070.379,346.2023735,0,61652
t0372,7.894573,2038.785,4500,2038.785,4500,345.0247347,0,61865
t0373,8.116886,1565.518,4500,1565.518,4500,343.8470662,0,60755
t0374,8.109599,1599.575,4500,1599.575,4500,342.6554799,0,59328
t0375,7.95459,2093.879,4500,2093.879,4500,341.263473,109.0876389,57577
t0376,8.448733,2200.845,4500,2200.845,4500,339.866668,172.378891,56600
t0377,8.521474,1372.183,4500,1372.183,4500,338.8197124,149.5691376,56878
t0378,8.890921,1056.826,2214.003,1056.826,2214.003,337.7727568,170.374176,59702
t0379,9.199908,398.8051,3312.858,398.8051,3312.858,336.725831,247.826416,59272
t0380,10.23375,0,2369.253,0,2369.253,334.9335492,280.7817993,57353
t0381,11.51034,0,1275.836,0,1275.836,333.1412375,284.9334717,53544
t0382,11.1645,0,1405.971,0,1405.971,331.3489556,316.2460327,50478
t0383,10.59484,0,248.9732,0,248.9732,326.5974522,241.6804047,48420
t0384,9.930509,0,0,0,0,321.8459487,109.8382874,44904
t0385,9.503482,0,427.1167,0,427.1167,317.0944452,0,41911
t0386,9.20292,0,206.3942,0,206.3942,310.5194271,0,39592
t0387,9.002137,0,287.5845,0,287.5845,303.9444387,0,38624
t0388,8.91264,0,1427.709,0,1427.709,297.7086306,120.2846832,38382
t0389,8.929535,0,1983.654,0,1983.654,292.1617031,204.5429382,38478
t0390,9.019408,0,4500,0,4500,286.6147459,196.4401245,38195
t0391,8.691378,94.12077,4043.688,94.12077,4043.688,281.0678184,119.3818588,38851
t0392,9.049082,644.3427,3809.197,644.3427,3809.197,278.5408795,69.63034821,42238
t0393,10.28878,1598.36,1558.44,1598.36,1558.44,276.0139108,62.2484169,45886
t0394,10.29066,2503.948,4257.137,2503.948,4257.137,273.4869719,95.75318146,48617
t0395,9.946324,3383.817,2112.205,3383.817,2112.205,273.162812,151.2040405,50187
t0396,9.586288,3741.645,3877.935,3741.645,3877.935,272.8386521,208.0406342,51178
t0397,9.232387,3919.979,4500,3919.979,4500,272.5144923,378.234375,50551
t0398,9.241494,3212.768,4500,3212.768,4500,272.6078629,468.4272156,48581
t0399,9.793729,1935.599,4500,1935.599,4500,272.7012634,342.0597534,47369
t0400,10.16091,1221.603,0,1221.603,0,272.7946341,235.092926,46695
t0401,10.42922,1213.62,4500,1213.62,4500,273.0918825,342.6168518,47368
t0402,10.37377,746.653,4500,746.653,4500,273.3028829,391.4056396,51246
t0403,10.48617,407.18,4500,407.18,4500,273.5083997,193.2881165,52197
t0404,11.48538,0,4500,0,4500,273.3060718,103.7118073,50520
t0405,13.00327,0,4500,0,4500,273.103714,154.7595215,46854
t0406,12.6239,0,4500,0,4500,272.9013562,144.4703674,44777
t0407,11.46841,0,4500,0,4500,267.475754,186.3862305,44156
t0408,10.37282,0,4500,0,4500,261.9391084,70.96914673,41415
t0409,9.730069,0,4500,0,4500,255.9551299,0,38900
t0410,9.308858,0,4500,0,4500,251.1573434,0,37426
t0411,9.123088,0,4500,0,4500,230.5098921,0,36071
t0412,8.922486,0,3372.345,0,3372.345,215.7522291,0,35775
t0413,8.952883,0,1908.356,0,1908.356,214.5538777,0,35675
t0414,9.016524,0,1408.773,0,1408.773,213.3555412,0,35103
t0415,8.721359,97.10493,2955.663,97.10493,2955.663,212.1572047,0,34146
t0416,8.973512,695.8933,361.2766,695.8933,361.2766,211.0000104,51.00112534,35923
t0417,9.846104,1162.165,275.386,1162.165,275.386,209.842816,0,38148
t0418,10.11349,1932.257,96.1325,1932.257,96.1325,208.6856216,0,40914
t0419,9.915616,2024.348,523.3661,2024.348,523.3661,207.3865086,0,43362
t0420,10.00295,2709.177,2587.268,2709.177,2587.268,206.2602788,0,45717
t0421,9.652251,3423.469,2049.097,3423.469,2049.097,204.6394944,0,45819
t0422,9.898149,3228.083,4018.492,3228.083,4018.492,206.0074955,0,43974
t0423,10.1655,3077.644,4500,3077.644,4500,207.3755115,0,42842
t0424,10.88931,2525.083,1432.469,2525.083,1432.469,208.5591704,0,42714
t0425,10.81719,2031.89,874.6347,2031.89,874.6347,207.051158,0,43206
t0426,10.73375,1067.784,962.852,1067.784,962.852,205.3588033,0,47926
t0427,10.83977,411.6906,1178.574,411.6906,1178.574,203.6664337,0,49410
t0428,11.64223,0,4500,0,4500,201.8815428,0,48152
t0429,13.57846,0,4475.639,0,4475.639,200.0966519,0,45935
t0430,13.07479,0,4017.975,0,4017.975,198.3117461,0,44728
t0431,11.8215,0,3108.742,0,3108.742,196.8864948,47.98876572,45293
t0432,10.6694,0,637.1494,0,637.1494,195.4612583,102.3138657,42766
t0433,9.859931,0,539.6739,0,539.6739,194.0246075,199.6712036,39939
t0434,9.410262,0,155.6578,0,155.6578,194.0849572,261.5843506,38467
t0435,9.20518,0,0,0,0,194.1453069,132.5742798,37996
t0436,9.096561,0,96.74274,0,96.74274,194.2056715,95.35610199,38395
t0437,9.119394,0,182.0613,0,182.0613,196.5135783,103.9736938,39568
t0438,9.199908,0,0,0,0,198.8203675,140.3344879,42878
t0439,9.129006,85.43616,119.2654,85.43616,119.2654,201.1271715,137.5530701,50972
t0440,9.177392,667.0681,0,667.0681,0,202.1198571,0,58182
t0441,10.36617,1339.488,0,1339.488,0,203.1125575,43.49567413,60437
t0442,10.96121,1813.101,0,1813.101,0,204.1052431,161.5500793,60857
t0443,11.73425,3172.655,489.6071,3172.655,489.6071,204.9394399,451.8917236,61524
t0444,9.878137,3527.528,0,3527.528,0,205.7736367,653.6281128,62089
t0445,9.991395,4063.152,507.6286,4063.152,507.6286,206.6078335,872.7467651,61632
t0446,9.460225,3654.806,527.6053,3654.806,527.6053,205.9242725,1186.955811,61343
t0447,9.454646,3648.41,1362.235,3648.41,1362.235,205.2406967,1543.781128,60634
t0448,9.944564,2363.231,3457.286,2363.231,3457.286,204.5571357,1919.295288,59988
t0449,10.01185,2093.754,3328.123,2093.754,3328.123,203.7579864,2109.019531,59616
t0450,9.920867,1240.835,129.0637,1240.835,129.0637,202.9588521,2242.914063,62293
t0451,10.3264,400.2263,0,400.2263,0,202.1597177,2573.861328,62208
t0452,11.27675,0,0,0,0,203.3348531,2951.702148,60732
t0453,13.11076,0,0,0,0,204.5099884,3963.944824,56947
t0454,12.70296,0,0,0,0,205.6851089,4124.392578,53951
